payment_type,payment_installments,payment_value
credit_card,1,87.71
credit_card,1,30.06
credit_card,3,226.83
credit_card,3,38.42
voucher,1,3.35
credit_card,4,112.43
credit_card,5,56.97
credit_card,2,74.84
credit_card,9,97.71
credit_card,4,89.76
credit_card,1,175.0
boleto,1,300.8
credit_card,1,69.9
voucher,1,25.56
credit_card,5,118.53
credit_card,2,35.0
credit_card,1,131.57
credit_card,3,443.34
credit_card,2,115.79
boleto,1,41.78
boleto,1,93.92
credit_card,3,90.75
credit_card,8,133.76
credit_card,2,106.6
credit_card,2,105.94
credit_card,8,342.02
credit_card,1,55.0
credit_card,1,66.74
credit_card,1,122.52
credit_card,4,179.7
credit_card,3,167.82
credit_card,10,215.8
credit_card,6,124.41
credit_card,1,81.12
credit_card,3,183.08
credit_card,10,195.0
credit_card,1,36.27
credit_card,3,527.57
voucher,1,48.15
credit_card,10,226.22
credit_card,2,189.37
credit_card,3,158.42
boleto,1,45.86
credit_card,1,228.08
credit_card,12,615.53
credit_card,3,82.73
credit_card,3,273.83
boleto,1,148.94
voucher,1,50.0
credit_card,4,107.75
boleto,1,90.22
boleto,1,46.05
credit_card,2,99.9
voucher,1,116.94
boleto,1,243.69
boleto,1,54.84
credit_card,2,52.71
credit_card,8,425.02
credit_card,10,1111.61
credit_card,2,51.71
boleto,1,123.47
credit_card,8,101.48
credit_card,2,157.55
credit_card,1,314.76
credit_card,10,149.88
boleto,1,27.77
credit_card,7,196.11
credit_card,5,222.81
voucher,1,32.11
credit_card,10,516.32
credit_card,4,42.78
credit_card,1,4.12
credit_card,3,252.84
boleto,1,111.89
credit_card,1,111.32
boleto,1,93.3
credit_card,4,106.0
credit_card,3,65.09
credit_card,8,134.32
credit_card,10,124.53
credit_card,5,58.13
boleto,1,271.92
credit_card,4,93.54
credit_card,7,261.29
credit_card,7,144.82
credit_card,3,172.62
credit_card,10,2153.35
credit_card,1,136.6
boleto,1,57.42
credit_card,4,79.56
boleto,1,274.06
credit_card,10,1025.48
credit_card,8,185.88
credit_card,1,69.03
credit_card,3,77.57
credit_card,4,40.48
credit_card,2,146.47
boleto,1,39.59
boleto,1,920.34
voucher,1,113.86
credit_card,4,76.66
credit_card,2,108.2
credit_card,3,133.11
credit_card,1,90.22
credit_card,2,61.01
boleto,1,16.78
credit_card,2,175.08
credit_card,3,32.43
voucher,1,30.0
credit_card,4,340.74
boleto,1,43.41
credit_card,1,127.58
boleto,1,33.13
credit_card,3,161.1
credit_card,1,26.69
credit_card,1,137.49
credit_card,10,212.95
credit_card,8,197.7
credit_card,2,90.17
credit_card,2,39.97
boleto,1,51.53
credit_card,2,313.72
boleto,1,178.27
credit_card,10,190.0
credit_card,10,636.74
credit_card,4,51.13
credit_card,1,68.73
credit_card,8,104.7
credit_card,4,49.04
boleto,1,72.54
boleto,1,396.8
boleto,1,136.3
credit_card,9,270.61
credit_card,6,351.18
credit_card,2,87.38
boleto,1,323.53
credit_card,1,92.91
boleto,1,75.55
boleto,1,649.71
credit_card,1,32.29
credit_card,1,47.09
credit_card,8,209.15
credit_card,2,150.4
credit_card,3,33.48
credit_card,8,1274.51
credit_card,2,125.41
credit_card,3,103.83
boleto,1,98.16
boleto,1,144.97
credit_card,1,77.84
credit_card,1,378.84
credit_card,1,81.78
credit_card,2,143.12
boleto,1,46.22
boleto,1,74.36
credit_card,1,261.12
boleto,1,167.77
credit_card,8,300.26
boleto,1,52.53
voucher,1,15.0
credit_card,1,72.99
boleto,1,55.79
credit_card,6,272.28
credit_card,3,237.15
debit_card,1,28.13
credit_card,3,163.79
credit_card,4,81.92
credit_card,10,1272.51
credit_card,2,197.99
boleto,1,55.0
boleto,1,346.51
credit_card,1,40.0
credit_card,11,117.65
credit_card,10,175.77
credit_card,4,67.77
credit_card,5,925.69
boleto,1,33.0
credit_card,3,59.79
credit_card,2,73.22
credit_card,10,813.41
credit_card,2,238.46
boleto,1,191.77
voucher,1,30.0
boleto,1,35.76
credit_card,2,186.92
credit_card,2,195.0
boleto,1,151.6
credit_card,1,57.99
credit_card,2,163.79
credit_card,1,123.77
voucher,1,100.0
credit_card,2,96.88
voucher,1,50.0
credit_card,10,208.59
boleto,1,46.95
credit_card,1,35.45
credit_card,2,185.46
credit_card,3,54.42
credit_card,1,449.99
credit_card,3,180.86
voucher,1,51.17
credit_card,1,59.34
credit_card,5,226.23
credit_card,6,89.36
credit_card,3,82.5
boleto,1,128.54
credit_card,2,210.42
boleto,1,60.0
credit_card,3,111.57
credit_card,1,86.94
credit_card,5,293.95
credit_card,2,26.69
credit_card,7,70.16
boleto,1,74.16
boleto,1,126.9
voucher,1,114.37
credit_card,1,255.63
credit_card,8,316.4
credit_card,2,124.21
credit_card,1,93.84
credit_card,1,39.09
credit_card,3,165.24
boleto,1,548.15
credit_card,1,40.96
credit_card,10,458.51
credit_card,3,101.01
credit_card,3,158.82
credit_card,4,48.28
credit_card,2,113.58
voucher,1,55.66
credit_card,4,198.69
credit_card,2,85.81
boleto,1,233.78
credit_card,2,73.77
credit_card,2,175.08
boleto,1,167.88
boleto,1,53.1
credit_card,1,3.82
credit_card,8,238.76
boleto,1,118.9
credit_card,10,152.11
boleto,1,249.4
credit_card,3,249.42
credit_card,3,65.0
credit_card,1,37.68
credit_card,2,136.6
boleto,1,116.45
credit_card,10,671.7
voucher,1,44.3
credit_card,1,50.5
credit_card,1,159.03
credit_card,1,32.7
credit_card,1,31.29
credit_card,1,124.83
credit_card,5,54.09
credit_card,3,299.6
credit_card,10,173.46
credit_card,1,53.13
credit_card,10,145.91
credit_card,8,713.7
boleto,1,72.05
credit_card,2,127.01
boleto,1,138.15
credit_card,10,222.65
boleto,1,106.2
boleto,1,79.51
credit_card,2,48.34
credit_card,1,1.33
credit_card,1,46.2
credit_card,1,53.78
credit_card,1,87.64
credit_card,4,40.97
credit_card,6,204.07
credit_card,1,66.99
credit_card,10,357.62
credit_card,1,110.18
credit_card,2,132.16
credit_card,5,78.8
credit_card,2,103.45
voucher,1,43.92
boleto,1,257.94
credit_card,5,257.18
credit_card,1,20.71
credit_card,2,99.81
credit_card,2,56.45
credit_card,3,72.64
credit_card,1,73.06
credit_card,1,128.0
credit_card,1,85.24
credit_card,1,126.64
boleto,1,48.99
voucher,1,35.74
boleto,1,104.05
boleto,1,105.37
credit_card,8,266.86
boleto,1,185.74
boleto,1,67.13
credit_card,1,61.23
voucher,1,15.31
credit_card,6,120.04
credit_card,5,63.11
credit_card,7,76.66
boleto,1,99.34
credit_card,3,35.94
credit_card,6,327.82
credit_card,1,60.25
credit_card,1,139.41
credit_card,1,30.29
boleto,1,49.51
boleto,1,127.06
credit_card,5,51.0
credit_card,1,43.77
credit_card,1,90.38
credit_card,2,109.04
credit_card,2,82.61
credit_card,4,47.23
credit_card,2,577.6
voucher,1,34.04
credit_card,3,266.49
credit_card,6,101.86
credit_card,1,169.87
credit_card,1,57.81
credit_card,2,169.49
credit_card,1,57.29
credit_card,3,33.51
credit_card,1,69.29
boleto,1,23.39
boleto,1,31.84
credit_card,4,44.46
credit_card,6,127.08
credit_card,1,72.39
boleto,1,76.5
credit_card,4,47.95
credit_card,1,135.49
boleto,1,77.66
credit_card,1,130.53
credit_card,1,68.62
boleto,1,62.78
credit_card,3,165.57
credit_card,3,36.78
credit_card,4,89.32
boleto,1,50.1
boleto,1,71.24
voucher,1,211.0
credit_card,3,190.67
boleto,1,223.5
credit_card,1,53.9
credit_card,2,24.84
credit_card,4,46.71
credit_card,2,103.13
credit_card,3,30.0
credit_card,1,68.53
credit_card,8,190.98
credit_card,1,81.54
boleto,1,246.23
credit_card,3,266.5
voucher,1,20.0
boleto,1,81.89
voucher,1,16.25
credit_card,1,54.34
credit_card,5,55.63
credit_card,4,168.68
credit_card,3,107.95
boleto,1,50.23
credit_card,1,29.77
credit_card,1,50.25
credit_card,1,36.94
credit_card,2,57.8
boleto,1,258.98
credit_card,1,186.85
credit_card,2,141.15
credit_card,1,186.82
boleto,1,114.84
credit_card,1,60.23
credit_card,1,14.89
credit_card,1,126.08
credit_card,3,129.59
credit_card,10,395.58
credit_card,8,368.11
credit_card,2,142.99
credit_card,3,238.12
credit_card,2,171.22
credit_card,1,487.38
credit_card,8,161.97
voucher,1,50.0
credit_card,8,181.68
credit_card,2,287.82
credit_card,8,409.6
credit_card,10,333.51
boleto,1,143.75
credit_card,10,159.3
credit_card,1,168.72
credit_card,1,55.01
credit_card,4,76.17
credit_card,5,492.46
boleto,1,76.02
credit_card,1,304.35
credit_card,4,156.91
voucher,1,25.0
credit_card,4,305.65
credit_card,1,64.09
credit_card,5,58.01
credit_card,4,203.67
credit_card,4,74.16
credit_card,1,59.09
credit_card,2,350.74
boleto,1,31.58
credit_card,2,118.23
credit_card,10,126.11
voucher,1,43.26
credit_card,3,212.73
credit_card,8,169.67
credit_card,2,55.69
credit_card,3,72.21
boleto,1,70.44
voucher,1,10.49
voucher,1,91.28
credit_card,3,85.14
boleto,1,76.66
credit_card,2,180.71
credit_card,6,528.78
credit_card,1,94.95
credit_card,1,136.81
credit_card,1,90.0
credit_card,8,115.35
boleto,1,116.9
boleto,1,175.78
credit_card,10,298.11
credit_card,4,152.25
credit_card,4,99.9
credit_card,2,394.09
credit_card,10,312.92
credit_card,2,52.38
boleto,1,71.48
credit_card,9,261.42
debit_card,1,1442.79
credit_card,1,88.73
credit_card,5,255.36
credit_card,1,43.88
voucher,1,25.0
credit_card,2,60.31
credit_card,2,122.17
credit_card,1,193.46
credit_card,1,121.45
boleto,1,73.34
credit_card,1,102.08
credit_card,1,24.83
credit_card,6,135.95
credit_card,1,61.38
credit_card,9,587.09
credit_card,3,35.69
credit_card,4,117.45
boleto,1,22.29
credit_card,2,141.91
voucher,1,5.51
credit_card,3,154.19
boleto,1,69.73
credit_card,10,218.25
credit_card,2,339.67
credit_card,2,142.89
credit_card,1,85.27
credit_card,3,77.57
credit_card,5,59.37
credit_card,1,34.75
credit_card,2,106.91
credit_card,4,44.13
voucher,1,612.54
credit_card,1,35.0
credit_card,2,113.26
credit_card,4,77.09
credit_card,8,457.08
boleto,1,122.74
boleto,1,47.5
credit_card,4,100.05
credit_card,4,41.11
credit_card,4,53.5
credit_card,7,2060.51
credit_card,1,127.44
credit_card,4,103.56
boleto,1,54.1
credit_card,3,151.83
voucher,1,238.0
credit_card,3,74.17
credit_card,3,227.27
credit_card,3,117.1
credit_card,1,40.95
credit_card,4,315.26
credit_card,3,192.98
credit_card,8,166.98
boleto,1,128.62
boleto,1,380.66
credit_card,2,44.0
credit_card,3,164.55
credit_card,2,116.36
boleto,1,450.19
credit_card,10,144.68
credit_card,10,231.27
credit_card,1,122.8
boleto,1,240.78
boleto,1,15.62
credit_card,2,128.27
debit_card,1,207.98
credit_card,7,75.65
credit_card,2,75.58
boleto,1,44.69
boleto,1,138.6
credit_card,8,1116.81
boleto,1,175.08
credit_card,1,99.37
credit_card,2,85.15
credit_card,1,49.32
credit_card,6,190.2
credit_card,2,102.18
credit_card,6,257.73
credit_card,1,153.5
credit_card,1,188.89
credit_card,1,72.98
credit_card,1,14.0
credit_card,8,227.71
credit_card,10,1738.17
credit_card,4,43.22
credit_card,6,120.68
credit_card,1,63.9
credit_card,6,63.23
voucher,1,21.44
credit_card,2,73.56
credit_card,1,81.82
credit_card,1,44.75
boleto,1,138.6
credit_card,2,176.97
boleto,1,98.16
boleto,1,100.09
credit_card,7,72.02
credit_card,1,113.08
boleto,1,97.21
boleto,1,19.48
voucher,1,135.66
credit_card,3,139.68
voucher,1,100.0
credit_card,1,79.53
credit_card,4,216.6
credit_card,4,182.84
credit_card,2,90.62
credit_card,10,106.62
credit_card,3,33.01
credit_card,9,96.22
credit_card,8,117.58
credit_card,2,22.39
boleto,1,60.53
credit_card,2,226.87
credit_card,1,79.48
credit_card,5,64.34
credit_card,1,154.9
credit_card,2,123.01
credit_card,5,284.9
boleto,1,83.25
boleto,1,207.1
boleto,1,114.84
credit_card,1,8.77
credit_card,2,75.07
credit_card,3,71.04
credit_card,1,69.13
credit_card,2,44.59
credit_card,6,253.22
credit_card,1,48.31
credit_card,7,116.36
credit_card,3,38.69
credit_card,4,42.0
credit_card,1,88.16
credit_card,1,14.2
boleto,1,49.63
debit_card,1,56.17
voucher,1,12.95
credit_card,5,188.85
credit_card,1,111.03
boleto,1,56.77
credit_card,8,621.78
credit_card,8,453.58
boleto,1,190.62
boleto,1,83.05
credit_card,1,50.35
credit_card,5,231.14
credit_card,2,152.72
boleto,1,55.79
boleto,1,171.38
boleto,1,44.05
credit_card,1,49.32
credit_card,10,308.72
boleto,1,80.87
credit_card,1,207.09
credit_card,6,346.38
credit_card,6,69.7
boleto,1,66.66
credit_card,10,719.15
credit_card,1,41.09
voucher,1,57.98
credit_card,1,50.95
boleto,1,839.49
boleto,1,137.6
boleto,1,60.79
credit_card,10,115.66
voucher,1,134.66
credit_card,5,100.82
boleto,1,114.84
credit_card,6,113.86
credit_card,2,185.07
credit_card,5,58.27
credit_card,1,74.05
boleto,1,60.1
credit_card,2,142.96
voucher,1,52.1
boleto,1,193.22
credit_card,2,119.88
credit_card,3,87.98
credit_card,2,56.29
credit_card,1,99.54
credit_card,8,82.5
credit_card,1,35.0
credit_card,1,96.32
credit_card,6,67.3
credit_card,3,63.65
credit_card,3,236.75
credit_card,5,135.62
boleto,1,250.4
credit_card,1,134.6
credit_card,1,60.0
credit_card,3,94.12
credit_card,6,60.7
credit_card,6,65.05
boleto,1,137.58
credit_card,1,2039.2
boleto,1,99.91
boleto,1,76.6
boleto,1,61.09
boleto,1,94.76
credit_card,3,147.15
credit_card,1,88.67
debit_card,1,221.8
credit_card,1,142.6
credit_card,5,313.85
credit_card,5,65.62
credit_card,1,71.84
boleto,1,44.19
debit_card,1,87.88
credit_card,2,58.59
credit_card,3,74.87
boleto,1,112.3
boleto,1,242.03
credit_card,2,54.16
voucher,1,51.04
boleto,1,114.69
credit_card,1,115.57
credit_card,1,26.63
boleto,1,1215.42
credit_card,2,75.97
credit_card,5,121.17
voucher,1,20.0
voucher,1,20.0
credit_card,1,120.09
boleto,1,100.83
credit_card,1,8.9
credit_card,8,91.18
credit_card,1,63.1
voucher,1,151.98
credit_card,4,174.56
credit_card,1,36.49
credit_card,1,26.38
credit_card,2,105.92
credit_card,2,937.49
voucher,1,9.27
boleto,1,538.4
boleto,1,135.62
voucher,1,32.07
credit_card,2,206.84
credit_card,2,28.0
credit_card,3,142.31
credit_card,1,127.92
credit_card,4,205.1
debit_card,1,51.53
credit_card,1,340.13
credit_card,5,124.83
credit_card,1,104.39
credit_card,1,48.37
credit_card,1,33.23
boleto,1,31.33
boleto,1,181.47
credit_card,5,1071.1
credit_card,8,344.27
credit_card,1,30.27
voucher,1,4.74
credit_card,3,78.37
credit_card,1,34.03
credit_card,1,75.42
credit_card,2,64.1
boleto,1,38.13
credit_card,4,591.88
credit_card,3,192.98
credit_card,8,115.35
boleto,1,159.69
credit_card,2,64.37
credit_card,1,65.32
credit_card,1,105.22
credit_card,1,113.15
credit_card,4,375.93
credit_card,7,135.08
credit_card,8,196.7
credit_card,1,46.78
boleto,1,144.12
credit_card,1,21.39
credit_card,1,30.66
credit_card,1,116.85
boleto,1,56.64
credit_card,1,61.73
credit_card,1,204.75
credit_card,6,63.5
credit_card,3,230.52
voucher,1,88.32
boleto,1,846.72
credit_card,2,58.0
credit_card,1,486.69
credit_card,4,45.66
credit_card,5,53.75
credit_card,8,573.33
credit_card,2,136.2
boleto,1,62.1
credit_card,1,53.37
credit_card,5,161.48
credit_card,8,240.4
credit_card,2,166.81
credit_card,7,130.56
boleto,1,44.82
credit_card,1,76.08
credit_card,1,5.34
voucher,1,141.81
credit_card,4,146.02
credit_card,1,45.05
credit_card,3,151.06
credit_card,8,353.07
credit_card,1,75.53
boleto,1,53.71
credit_card,1,88.65
credit_card,1,34.31
credit_card,3,71.14
voucher,1,44.92
credit_card,2,276.84
voucher,1,12.55
credit_card,3,100.34
credit_card,1,387.99
credit_card,1,1.42
credit_card,3,193.22
boleto,1,50.34
credit_card,2,52.58
credit_card,8,94.67
credit_card,8,343.55
credit_card,8,173.82
boleto,1,32.38
credit_card,2,128.88
credit_card,1,47.53
credit_card,2,127.29
boleto,1,206.92
credit_card,2,102.96
credit_card,1,136.9
boleto,1,56.78
debit_card,1,70.05
credit_card,2,54.44
credit_card,6,60.27
credit_card,1,25.71
credit_card,1,16.98
boleto,1,63.1
credit_card,4,209.53
credit_card,4,152.92
boleto,1,99.35
credit_card,5,148.78
credit_card,1,50.7
credit_card,1,42.41
credit_card,4,179.22
credit_card,1,21.21
credit_card,4,213.81
credit_card,6,167.48
credit_card,5,112.49
credit_card,1,22.69
credit_card,3,260.0
credit_card,1,42.22
boleto,1,419.89
credit_card,3,143.24
credit_card,2,120.17
credit_card,2,102.66
boleto,1,64.36
voucher,1,20.0
credit_card,6,65.71
credit_card,1,91.28
boleto,1,232.23
credit_card,1,150.7
credit_card,3,102.27
boleto,1,155.49
boleto,1,803.92
credit_card,3,36.35
boleto,1,55.1
boleto,1,43.09
credit_card,7,342.02
credit_card,1,328.62
credit_card,1,98.33
voucher,1,7.15
credit_card,10,123.05
credit_card,10,117.03
credit_card,3,403.8
boleto,1,107.37
credit_card,4,43.27
credit_card,2,70.06
credit_card,1,92.21
credit_card,1,97.65
credit_card,6,179.3
boleto,1,70.35
credit_card,10,518.59
boleto,1,38.39
boleto,1,154.53
boleto,1,70.72
credit_card,4,49.42
credit_card,2,136.49
credit_card,2,77.38
credit_card,3,174.11
credit_card,1,212.61
credit_card,1,57.6
credit_card,1,99.43
credit_card,1,166.35
boleto,1,92.2
credit_card,5,118.48
credit_card,3,194.11
credit_card,3,311.53
credit_card,8,433.05
voucher,1,115.45
boleto,1,39.09
credit_card,4,137.07
credit_card,2,36.52
credit_card,4,145.97
credit_card,1,117.27
credit_card,1,58.72
voucher,1,40.46
boleto,1,186.0
credit_card,8,404.17
boleto,1,101.28
boleto,1,333.85
boleto,1,267.79
boleto,1,42.07
credit_card,1,96.81
credit_card,2,67.24
voucher,1,133.24
boleto,1,386.98
credit_card,8,270.66
credit_card,2,134.9
boleto,1,77.57
credit_card,2,79.61
credit_card,2,134.56
credit_card,10,249.62
credit_card,5,56.95
voucher,1,117.43
credit_card,2,88.89
credit_card,8,203.39
credit_card,4,182.76
boleto,1,52.59
credit_card,10,186.43
boleto,1,519.48
credit_card,6,1124.87
credit_card,1,41.25
credit_card,1,93.1
credit_card,3,142.1
debit_card,1,117.49
credit_card,1,87.58
credit_card,3,126.92
boleto,1,166.19
credit_card,6,148.19
credit_card,1,65.5
credit_card,2,90.19
credit_card,1,46.56
credit_card,3,151.68
credit_card,8,81.29
voucher,1,334.65
credit_card,10,610.96
credit_card,1,1.76
credit_card,1,28.88
credit_card,1,92.57
credit_card,1,41.79
credit_card,2,151.99
boleto,1,260.06
credit_card,8,376.26
voucher,1,5.15
credit_card,3,113.97
credit_card,1,138.06
credit_card,1,36.19
boleto,1,38.68
boleto,1,114.74
credit_card,2,261.16
credit_card,9,458.38
credit_card,5,61.63
credit_card,10,226.74
voucher,1,4.05
credit_card,2,194.12
credit_card,1,78.01
credit_card,10,162.66
boleto,1,31.1
credit_card,3,195.0
credit_card,4,65.71
credit_card,1,31.91
credit_card,1,37.0
credit_card,1,39.1
credit_card,4,93.78
boleto,1,58.17
credit_card,3,100.53
credit_card,1,37.37
credit_card,3,91.08
boleto,1,81.34
credit_card,1,111.61
credit_card,1,31.75
boleto,1,87.13
voucher,1,100.0
credit_card,4,113.14
credit_card,2,49.95
credit_card,6,261.76
credit_card,1,206.06
credit_card,1,150.0
credit_card,1,123.87
credit_card,6,127.02
voucher,1,55.05
credit_card,4,75.17
credit_card,8,86.18
voucher,1,67.16
boleto,1,65.0
credit_card,2,137.45
credit_card,3,193.31
credit_card,1,137.18
credit_card,1,33.22
debit_card,1,135.6
boleto,1,113.43
credit_card,1,28.72
credit_card,1,93.54
voucher,1,70.67
credit_card,3,125.77
boleto,1,72.45
credit_card,2,164.71
boleto,1,256.22
credit_card,1,44.63
credit_card,1,23.46
credit_card,8,779.77
credit_card,1,47.27
boleto,1,69.9
credit_card,1,271.23
credit_card,1,15.25
credit_card,3,39.94
credit_card,2,139.71
boleto,1,212.4
credit_card,2,70.49
credit_card,3,73.06
credit_card,4,49.59
credit_card,1,96.52
credit_card,6,125.15
credit_card,3,70.74
credit_card,6,89.91
credit_card,5,184.71
credit_card,2,156.22
credit_card,4,80.89
credit_card,1,66.64
credit_card,2,52.85
credit_card,2,56.69
credit_card,1,4.18
credit_card,1,178.03
credit_card,1,74.88
credit_card,1,45.22
credit_card,2,128.88
credit_card,1,45.0
credit_card,4,42.27
boleto,1,66.6
credit_card,10,1150.54
credit_card,2,149.36
credit_card,3,65.41
credit_card,2,71.04
credit_card,1,7.42
boleto,1,59.68
boleto,1,260.49
credit_card,1,64.0
credit_card,3,187.73
credit_card,2,73.88
credit_card,3,153.92
voucher,1,123.53
boleto,1,69.12
credit_card,10,513.37
credit_card,3,35.33
credit_card,2,194.0
boleto,1,67.5
credit_card,6,160.65
credit_card,2,109.13
debit_card,1,106.82
debit_card,1,44.2
credit_card,2,112.08
boleto,1,95.21
credit_card,3,79.44
boleto,1,23.78
credit_card,6,157.55
credit_card,1,214.0
credit_card,1,79.77
credit_card,8,178.27
credit_card,4,49.42
credit_card,10,275.56
credit_card,3,167.45
credit_card,1,37.38
credit_card,1,236.86
credit_card,5,283.2
credit_card,10,102.87
credit_card,2,121.55
credit_card,1,97.65
credit_card,3,166.59
credit_card,2,25.09
boleto,1,198.07
boleto,1,72.6
credit_card,4,40.79
credit_card,1,60.1
credit_card,1,19.64
boleto,1,120.32
credit_card,8,121.76
boleto,1,74.16
boleto,1,177.38
credit_card,2,504.3
credit_card,3,165.7
credit_card,3,127.99
credit_card,2,49.31
credit_card,1,33.56
credit_card,4,85.14
credit_card,1,535.9
credit_card,1,16.87
credit_card,2,106.38
boleto,1,417.45
credit_card,3,98.97
credit_card,3,178.0
credit_card,2,68.04
voucher,1,9.73
credit_card,6,148.2
credit_card,2,151.95
credit_card,2,87.86
credit_card,1,88.08
credit_card,6,162.65
credit_card,3,97.87
credit_card,10,347.26
credit_card,8,333.81
credit_card,3,56.68
voucher,1,20.0
credit_card,3,197.35
credit_card,7,484.09
credit_card,1,38.75
credit_card,1,34.86
boleto,1,52.1
credit_card,1,40.34
credit_card,5,264.29
credit_card,2,57.6
credit_card,2,143.66
credit_card,6,215.06
credit_card,4,91.19
credit_card,1,37.84
boleto,1,368.06
credit_card,8,358.83
credit_card,3,131.35
credit_card,1,166.72
credit_card,1,219.18
credit_card,1,47.31
credit_card,10,223.93
credit_card,5,117.77
credit_card,1,55.62
credit_card,8,168.32
credit_card,2,109.07
credit_card,1,41.22
boleto,1,54.06
voucher,1,73.7
voucher,1,20.0
credit_card,3,156.99
voucher,1,7.11
credit_card,2,106.31
credit_card,1,37.68
boleto,1,78.99
boleto,1,77.13
credit_card,2,79.68
credit_card,3,82.98
credit_card,4,215.14
credit_card,2,42.2
credit_card,1,46.76
credit_card,1,82.39
credit_card,10,373.13
credit_card,3,122.65
credit_card,1,5.1
credit_card,1,118.79
boleto,1,65.09
credit_card,9,92.54
credit_card,5,134.9
boleto,1,61.59
credit_card,3,37.77
credit_card,1,151.86
credit_card,1,87.1
credit_card,1,25.39
credit_card,1,113.17
boleto,1,51.1
boleto,1,36.96
credit_card,10,117.2
debit_card,1,73.06
credit_card,4,134.06
credit_card,4,318.7
credit_card,1,43.55
credit_card,3,139.97
voucher,1,20.0
credit_card,10,121.83
credit_card,1,19.64
credit_card,6,104.28
credit_card,2,165.86
credit_card,1,30.79
boleto,1,217.61
voucher,1,50.0
credit_card,3,65.88
boleto,1,76.57
credit_card,2,20.86
credit_card,2,57.68
credit_card,1,53.1
boleto,1,35.0
credit_card,1,72.99
credit_card,8,178.72
credit_card,1,36.39
credit_card,8,211.87
voucher,1,194.88
credit_card,7,212.59
credit_card,1,39.08
credit_card,2,141.73
credit_card,6,81.05
credit_card,5,84.38
credit_card,6,67.22
credit_card,1,49.34
boleto,1,140.65
credit_card,6,87.64
credit_card,1,274.43
credit_card,8,86.22
credit_card,10,836.37
credit_card,3,116.23
credit_card,1,60.42
boleto,1,90.88
credit_card,1,89.9
voucher,1,20.0
boleto,1,102.12
credit_card,4,108.31
credit_card,4,207.25
credit_card,1,40.87
voucher,1,111.26
credit_card,3,68.63
credit_card,2,144.21
credit_card,2,114.75
boleto,1,42.5
boleto,1,61.37
voucher,1,104.38
credit_card,4,82.78
credit_card,1,95.65
credit_card,6,318.97
credit_card,4,226.05
boleto,1,87.3
credit_card,1,85.14
boleto,1,42.11
credit_card,1,59.92
credit_card,5,63.66
credit_card,1,26.77
credit_card,1,58.17
boleto,1,66.05
boleto,1,89.19
boleto,1,83.41
credit_card,1,45.95
credit_card,7,382.22
credit_card,4,214.73
credit_card,1,82.7
credit_card,2,27.77
boleto,1,65.77
voucher,1,20.0
voucher,1,59.99
boleto,1,224.17
boleto,1,60.07
credit_card,4,64.4
credit_card,9,138.17
boleto,1,815.43
credit_card,2,168.65
boleto,1,78.78
credit_card,1,42.77
voucher,1,50.0
credit_card,1,450.16
credit_card,1,92.59
boleto,1,235.7
boleto,1,74.97
boleto,1,201.96
credit_card,8,143.86
credit_card,1,20.31
credit_card,1,86.83
credit_card,5,360.17
credit_card,3,156.84
credit_card,1,53.48
voucher,1,100.0
credit_card,9,210.31
boleto,1,76.51
boleto,1,188.5
credit_card,2,40.99
credit_card,3,55.84
credit_card,2,101.25
credit_card,7,372.64
credit_card,1,309.22
credit_card,4,47.47
credit_card,4,42.47
credit_card,12,503.68
credit_card,2,56.62
voucher,1,50.0
credit_card,5,251.1
boleto,1,125.75
boleto,1,64.56
credit_card,5,161.23
credit_card,10,472.41
credit_card,4,154.92
boleto,1,52.96
credit_card,1,97.3
credit_card,4,212.28
credit_card,3,567.3
credit_card,3,89.19
credit_card,6,64.86
credit_card,2,91.5
credit_card,2,230.96
credit_card,10,521.37
voucher,1,20.0
voucher,1,11.58
credit_card,1,64.1
boleto,1,359.8
credit_card,4,93.63
credit_card,1,166.2
credit_card,5,154.05
voucher,1,100.0
credit_card,1,47.53
credit_card,1,7.9
credit_card,10,503.0
credit_card,3,164.79
credit_card,8,228.14
credit_card,3,470.0
voucher,1,59.04
credit_card,1,131.62
voucher,1,25.0
credit_card,7,202.06
credit_card,3,178.1
credit_card,1,123.52
credit_card,1,47.96
credit_card,3,274.74
credit_card,4,43.0
credit_card,8,181.6
credit_card,3,51.46
credit_card,1,56.05
credit_card,1,47.03
credit_card,3,196.92
boleto,1,90.6
credit_card,2,310.97
credit_card,1,267.29
credit_card,1,65.75
credit_card,3,71.97
credit_card,3,55.26
credit_card,2,119.25
credit_card,4,135.48
boleto,1,30.69
boleto,1,102.13
boleto,1,210.58
boleto,1,87.14
credit_card,5,124.52
boleto,1,112.3
voucher,1,104.38
boleto,1,366.65
credit_card,4,73.13
credit_card,1,15.71
credit_card,2,235.92
voucher,1,64.22
credit_card,1,49.37
credit_card,1,63.59
credit_card,3,68.05
boleto,1,117.94
credit_card,3,74.03
credit_card,2,90.28
credit_card,1,37.13
credit_card,8,566.19
credit_card,2,190.98
boleto,1,98.34
boleto,1,43.05
credit_card,5,173.7
credit_card,3,61.42
credit_card,3,81.65
credit_card,10,669.71
boleto,1,53.11
credit_card,1,71.75
voucher,1,2.61
credit_card,1,216.0
voucher,1,189.45
voucher,1,37.26
credit_card,11,113.46
credit_card,5,252.8
boleto,1,373.29
credit_card,1,3.5
voucher,1,94.4
boleto,1,35.0
credit_card,2,217.93
credit_card,1,52.58
credit_card,9,98.37
credit_card,1,30.22
